meal_name,carb,meat,vege,fruit,type,vegan,allergy,time
Beef Taco,corn tortilla,beef,lettuce,None,wrap,no,gluten,Breakfast
Pork Taco,corn tortilla,pork,lettuce,None,wrap,no,gluten,Breakfast
Salmon Taco,corn tortilla,salmon,lettuce,None,wrap,no,gluten,Breakfast
Turkey Taco,corn tortilla,turkey,lettuce,None,wrap,no,gluten,Breakfast
Tuna Taco,corn tortilla,tuna,lettuce,None,wrap,no,gluten,Breakfast
Shrimp Taco,corn tortilla,shrimp,lettuce,None,wrap,no,gluten,Breakfast
Chicken Taco,corn tortilla,chicken,spinach,None,wrap,no,gluten,Breakfast
Beef Taco,corn tortilla,beef,spinach,None,wrap,no,gluten,Breakfast
Pork Taco,corn tortilla,pork,spinach,None,wrap,no,gluten,Breakfast
Salmon Taco,corn tortilla,salmon,spinach,None,wrap,no,gluten,Breakfast
Turkey Taco,corn tortilla,turkey,spinach,None,wrap,no,gluten,Breakfast
Tuna Taco,corn tortilla,tuna,spinach,None,wrap,no,gluten,Breakfast
Shrimp Taco,corn tortilla,shrimp,spinach,None,wrap,no,gluten,Breakfast
Vege Burrito,tortilla,None,spinach,None,wrap,yes,None,Breakfast
Vege Burrito,tortilla,None,spinach,None,wrap,no,None,Breakfast
Vege Burrito,tortilla,None,tomato,None,wrap,yes,None,Breakfast
Vege Burrito,tortilla,None,tomato,None,wrap,no,None,Breakfast
Vege Burrito,tortilla,None,lettuce,None,wrap,yes,None,Breakfast
Vege Burrito,tortilla,None,lettuce,None,wrap,no,None,Breakfast
Vege Burrito,tortilla,None,spinach,None,wrap,yes,seafood,Breakfast
Vege Burrito,tortilla,None,spinach,None,wrap,no,seafood,Breakfast
Vege Burrito,tortilla,None,tomato,None,wrap,yes,seafood,Breakfast
Vege Burrito,tortilla,None,tomato,None,wrap,no,seafood,Breakfast
Vege Burrito,tortilla,None,lettuce,None,wrap,yes,seafood,Breakfast
Vege Burrito,tortilla,None,lettuce,None,wrap,no,seafood,Breakfast
Vege Burrito,tortilla,None,spinach,None,wrap,yes,bean/nuts,Breakfast
Vege Burrito,tortilla,None,spinach,None,wrap,no,bean/nuts,Breakfast
Vege Burrito,tortilla,None,tomato,None,wrap,yes,bean/nuts,Breakfast
Vege Burrito,tortilla,None,tomato,None,wrap,no,bean/nuts,Breakfast
Vege Burrito,tortilla,None,lettuce,None,wrap,yes,bean/nuts,Breakfast
Vege Burrito,tortilla,None,lettuce,None,wrap,no,bean/nuts,Breakfast
Vege Burrito,tortilla,None,spinach,None,wrap,yes,egg,Breakfast
Vege Burrito,tortilla,None,spinach,None,wrap,no,egg,Breakfast
Vege Burrito,tortilla,None,tomato,None,wrap,yes,egg,Breakfast
Vege Burrito,tortilla,None,tomato,None,wrap,no,egg,Breakfast
Vege Burrito,tortilla,None,lettuce,None,wrap,yes,egg,Breakfast
Vege Burrito,tortilla,None,lettuce,None,wrap,no,egg,Breakfast
Chicken Burrito,tortilla,chicken,tomato,None,wrap,no,None,Breakfast
Beef Burrito,tortilla,beef,tomato,None,wrap,no,None,Breakfast
Pork Burrito,tortilla,pork,tomato,None,wrap,no,None,Breakfast
Salmon Burrito,tortilla,salmon,tomato,None,wrap,no,None,Breakfast
Turkey Burrito,tortilla,turkey,tomato,None,wrap,no,None,Breakfast
Tuna Burrito,tortilla,turkey,tomato,None,wrap,no,None,Breakfast
Shrimp Burrito,tortilla,shrimp,tomato,None,wrap,no,None,Breakfast
Chicken Burrito,tortilla,chicken,lettuce,None,wrap,no,None,Breakfast
Beef Burrito,tortilla,beef,lettuce,None,wrap,no,None,Breakfast
Pork Burrito,tortilla,pork,lettuce,None,wrap,no,None,Breakfast
Salmon Burrito,tortilla,salmon,lettuce,None,wrap,no,None,Breakfast
Turkey Burrito,tortilla,turkey,lettuce,None,wrap,no,None,Breakfast
Tuna Burrito,tortilla,tuna,lettuce,None,wrap,no,None,Breakfast
Shrimp Burrito,tortilla,shrimp,lettuce,None,wrap,no,None,Breakfast
Chicken Burrito,tortilla,chicken,spinach,None,wrap,no,None,Breakfast
Beef Burrito,tortilla,beef,spinach,None,wrap,no,None,Breakfast
Pork Burrito,tortilla,pork,spinach,None,wrap,no,None,Breakfast
Salmon Burrito,tortilla,salmon,spinach,None,wrap,no,None,Breakfast
Turkey Burrito,tortilla,turkey,spinach,None,wrap,no,None,Breakfast
Tuna Burrito,tortilla,tuna,spinach,None,wrap,no,None,Breakfast
Shrimp Burrito,tortilla,shrimp,spinach,None,wrap,no,None,Breakfast
Chicken Burrito,tortilla,chicken,tomato,None,wrap,no,egg,Breakfast
Beef Burrito,tortilla,beef,tomato,None,wrap,no,egg,Breakfast
Pork Burrito,tortilla,pork,tomato,None,wrap,no,egg,Breakfast
Salmon Burrito,tortilla,salmon,tomato,None,wrap,no,egg,Breakfast
Turkey Burrito,tortilla,turkey,tomato,None,wrap,no,egg,Breakfast
Tuna Burrito,tortilla,turkey,tomato,None,wrap,no,egg,Breakfast
Shrimp Burrito,tortilla,shrimp,tomato,None,wrap,no,egg,Breakfast
Chicken Burrito,tortilla,chicken,lettuce,None,wrap,no,egg,Breakfast
Beef Burrito,tortilla,beef,lettuce,None,wrap,no,egg,Breakfast
Pork Burrito,tortilla,pork,lettuce,None,wrap,no,egg,Breakfast
Salmon Burrito,tortilla,salmon,lettuce,None,wrap,no,egg,Breakfast
Turkey Burrito,tortilla,turkey,lettuce,None,wrap,no,egg,Breakfast
Tuna Burrito,tortilla,tuna,lettuce,None,wrap,no,egg,Breakfast
Shrimp Burrito,tortilla,shrimp,lettuce,None,wrap,no,egg,Breakfast
Chicken Burrito,tortilla,chicken,spinach,None,wrap,no,egg,Breakfast
Beef Burrito,tortilla,beef,spinach,None,wrap,no,egg,Breakfast
Pork Burrito,tortilla,pork,spinach,None,wrap,no,egg,Breakfast
Salmon Burrito,tortilla,salmon,spinach,None,wrap,no,egg,Breakfast
Turkey Burrito,tortilla,turkey,spinach,None,wrap,no,egg,Breakfast
Tuna Burrito,tortilla,tuna,spinach,None,wrap,no,egg,Breakfast
Shrimp Burrito,tortilla,shrimp,spinach,None,wrap,no,egg,Breakfast
Chicken Burrito,tortilla,chicken,tomato,None,wrap,no,bean/nuts,Breakfast
Beef Burrito,tortilla,beef,tomato,None,wrap,no,bean/nuts,Breakfast
Pork Burrito,tortilla,pork,tomato,None,wrap,no,bean/nuts,Breakfast
Salmon Burrito,tortilla,salmon,tomato,None,wrap,no,bean/nuts,Breakfast
Turkey Burrito,tortilla,turkey,tomato,None,wrap,no,bean/nuts,Breakfast
Tuna Burrito,tortilla,tuna,tomato,None,wrap,no,bean/nuts,Breakfast
Shrimp Burrito,tortilla,shrimp,tomato,None,wrap,no,bean/nuts,Breakfast
Chicken Burrito,tortilla,chicken,lettuce,None,wrap,no,bean/nuts,Breakfast
Beef Burrito,tortilla,beef,lettuce,None,wrap,no,bean/nuts,Breakfast
Pork Burrito,tortilla,pork,lettuce,None,wrap,no,bean/nuts,Breakfast
Salmon Burrito,tortilla,salmon,lettuce,None,wrap,no,bean/nuts,Breakfast
Turkey Burrito,tortilla,turkey,lettuce,None,wrap,no,bean/nuts,Breakfast
Tuna Burrito,tortilla,tuna,lettuce,None,wrap,no,bean/nuts,Breakfast
Shrimp Burrito,tortilla,shrimp,lettuce,None,wrap,no,bean/nuts,Breakfast
Chicken Burrito,tortilla,chicken,spinach,None,wrap,no,bean/nuts,Breakfast
Beef Burrito,tortilla,beef,spinach,None,wrap,no,bean/nuts,Breakfast
Pork Burrito,tortilla,pork,spinach,None,wrap,no,bean/nuts,Breakfast
Salmon Burrito,tortilla,salmon,spinach,None,wrap,no,bean/nuts,Breakfast
Turkey Burrito,tortilla,turkey,spinach,None,wrap,no,bean/nuts,Breakfast
Tuna Burrito,tortilla,tuna,spinach,None,wrap,no,bean/nuts,Breakfast
Shrimp Burrito,tortilla,shrimp,spinach,None,wrap,no,bean/nuts,Breakfast
Chicken Burrito,tortilla,chicken,tomato,None,wrap,no,seafood,Breakfast
Beef Burrito,tortilla,beef,tomato,None,wrap,no,seafood,Breakfast
Pork Burrito,tortilla,pork,tomato,None,wrap,no,seafood,Breakfast
Turkey Burrito,tortilla,turkey,tomato,None,wrap,no,seafood,Breakfast
Chicken Burrito,tortilla,chicken,lettuce,None,wrap,no,seafood,Breakfast
Beef Burrito,tortilla,beef,lettuce,None,wrap,no,seafood,Breakfast
Pork Burrito,tortilla,pork,lettuce,None,wrap,no,seafood,Breakfast
Turkey Burrito,tortilla,turkey,lettuce,None,wrap,no,seafood,Breakfast
Chicken Burrito,tortilla,chicken,spinach,None,wrap,no,seafood,Breakfast
Beef Burrito,tortilla,beef,spinach,None,wrap,no,seafood,Breakfast
Pork Burrito,tortilla,pork,spinach,None,wrap,no,seafood,Breakfast
Turkey Burrito,tortilla,turkey,spinach,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,yes,gluten,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,yes,seafood,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,yes,bean/nuts,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,yes,lactose,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,yes,None,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,yes,egg,Breakfast
Lettuce Spring Roll (Vege),lettuce,None,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,yes,gluten,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,yes,seafood,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,yes,bean/nuts,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,yes,lactose,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,yes,None,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,yes,egg,Breakfast
Lettuce Spring Roll (Vege),carrot,None,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (chicken),lettuce,chicken,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (chicken),lettuce,chicken,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (chicken),lettuce,chicken,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (chicken),lettuce,chicken,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (chicken),lettuce,chicken,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (chicken),lettuce,chicken,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (chicken),carrot,chicken,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (chicken),carrot,chicken,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (chicken),carrot,chicken,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (chicken),carrot,chicken,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (chicken),carrot,chicken,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (chicken),carrot,chicken,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (shrimp),lettuce,shrimp,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (shrimp),lettuce,shrimp,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (shrimp),lettuce,shrimp,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (shrimp),lettuce,shrimp,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (shrimp),lettuce,shrimp,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (shrimp),carrot,shrimp,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (shrimp),carrot,shrimp,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (shrimp),carrot,shrimp,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (shrimp),carrot,shrimp,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (shrimp),carrot,shrimp,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (shrimp),carrot,shrimp,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (turkey),lettuce,turkey,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (turkey),lettuce,turkey,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (turkey),lettuce,turkey,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (turkey),lettuce,turkey,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (turkey),lettuce,turkey,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (turkey),lettuce,turkey,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (turkey),carrot,turkey,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (turkey),carrot,turkey,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (turkey),carrot,turkey,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (turkey),carrot,turkey,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (turkey),carrot,turkey,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (turkey),carrot,turkey,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (beef),lettuce,beef,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (beef),lettuce,beef,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (beef),lettuce,beef,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (beef),lettuce,beef,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (beef),lettuce,beef,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (beef),lettuce,beef,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (beef),carrot,beef,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (beef),carrot,beef,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (beef),carrot,beef,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (beef),carrot,beef,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (beef),carrot,beef,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (beef),carrot,beef,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (pork),lettuce,pork,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (pork),lettuce,pork,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (pork),lettuce,pork,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (pork),lettuce,pork,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (pork),lettuce,pork,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (pork),lettuce,pork,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (pork),carrot,pork,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (pork),carrot,pork,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (pork),carrot,pork,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (pork),carrot,pork,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (pork),carrot,pork,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (pork),carrot,pork,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (tuna),lettuce,tuna,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (tuna),lettuce,tuna,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (tuna),lettuce,tuna,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (tuna),lettuce,tuna,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (tuna),lettuce,tuna,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (tuna),carrot,tuna,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (tuna),carrot,tuna,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (tuna),carrot,tuna,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (tuna),carrot,tuna,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (tuna),carrot,tuna,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (tuna),carrot,tuna,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (salmon),lettuce,salmon,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (salmon),lettuce,salmon,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (salmon),lettuce,salmon,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (salmon),lettuce,salmon,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (salmon),lettuce,salmon,None,None,wrap,no,egg,Breakfast
Lettuce Spring Roll (salmon),carrot,salmon,None,None,wrap,no,gluten,Breakfast
Lettuce Spring Roll (salmon),carrot,salmon,None,None,wrap,no,seafood,Breakfast
Lettuce Spring Roll (salmon),carrot,salmon,None,None,wrap,no,bean/nuts,Breakfast
Lettuce Spring Roll (salmon),carrot,salmon,None,None,wrap,no,lactose,Breakfast
Lettuce Spring Roll (salmon),carrot,salmon,None,None,wrap,no,None,Breakfast
Lettuce Spring Roll (salmon),carrot,salmon,None,None,wrap,no,egg,Breakfast
Chicken Spaghetti,noodle,chicken,tomato,None,pasta,no,egg,Lunch
Beef Spaghetti,noodle,beef,tomato,None,pasta,no,egg,Lunch
Pork Spaghetti,noodle,pork,tomato,None,pasta,no,egg,Lunch
Salmon Spaghetti,noodle,salmon,tomato,None,pasta,no,egg,Lunch
Turkey Spaghetti,noodle,turkey,tomato,None,pasta,no,egg,Lunch
Tuna Spaghetti,noodle,tuna,tomato,None,pasta,no,egg,Lunch
Shrimp Spaghetti,noodle,shrimp,tomato,None,pasta,no,egg,Lunch
Chicken Spaghetti,noodle,chicken,tomato,None,pasta,no,None,Lunch
Beef Spaghetti,noodle,beef,tomato,None,pasta,no,None,Lunch
Pork Spaghetti,noodle,pork,tomato,None,pasta,no,None,Lunch
Salmon Spaghetti,noodle,salmon,tomato,None,pasta,no,None,Lunch
Turkey Spaghetti,noodle,turkey,tomato,None,pasta,no,None,Lunch
Tuna Spaghetti,noodle,tuna,tomato,None,pasta,no,None,Lunch
Shrimp Spaghetti,noodle,shrimp,tomato,None,pasta,no,None,Lunch
Chicken Spaghetti,noodle,chicken,tomato,None,pasta,no,seafood,Lunch
Beef Spaghetti,noodle,beef,tomato,None,pasta,no,seafood,Lunch
Pork Spaghetti,noodle,pork,tomato,None,pasta,no,seafood,Lunch
Turkey Spaghetti,noodle,turkey,tomato,None,pasta,no,seafood,Lunch
Chicken Spaghetti,noodle,chicken,tomato,None,pasta,no,lactose,Lunch
Beef Spaghetti,noodle,beef,tomato,None,pasta,no,lactose,Lunch
Pork Spaghetti,noodle,pork,tomato,None,pasta,no,lactose,Lunch
Salmon Spaghetti,noodle,salmon,tomato,None,pasta,no,lactose,Lunch
Turkey Spaghetti,noodle,turkey,tomato,None,pasta,no,lactose,Lunch
Tuna Spaghetti,noodle,tuna,tomato,None,pasta,no,lactose,Lunch
Shrimp Spaghetti,noodle,shrimp,tomato,None,pasta,no,lactose,Lunch
Chicken Spaghetti,noodle,chicken,tomato,None,pasta,no,bean/nuts,Lunch
Beef Spaghetti,noodle,beef,tomato,None,pasta,no,bean/nuts,Lunch
Pork Spaghetti,noodle,pork,tomato,None,pasta,no,bean/nuts,Lunch
Salmon Spaghetti,noodle,salmon,tomato,None,pasta,no,bean/nuts,Lunch
Turkey Spaghetti,noodle,turkey,tomato,None,pasta,no,bean/nuts,Lunch
Tuna Spaghetti,noodle,tuna,tomato,None,pasta,no,bean/nuts,Lunch
Shrimp Spaghetti,noodle,shrimp,tomato,None,pasta,no,bean/nuts,Lunch
Chicken Spaghetti,noodle,chicken,carrot,None,pasta,no,egg,Lunch
Beef Spaghetti,noodle,beef,carrot,None,pasta,no,egg,Lunch
Pork Spaghetti,noodle,pork,carrot,None,pasta,no,egg,Lunch
Salmon Spaghetti,noodle,salmon,carrot,None,pasta,no,egg,Lunch
Turkey Spaghetti,noodle,turkey,carrot,None,pasta,no,egg,Lunch
Tuna Spaghetti,noodle,tuna,carrot,None,pasta,no,egg,Lunch
Shrimp Spaghetti,noodle,shrimp,carrot,None,pasta,no,egg,Lunch
Chicken Spaghetti,noodle,chicken,carrot,None,pasta,no,None,Lunch
Beef Spaghetti,noodle,beef,carrot,None,pasta,no,None,Lunch
Pork Spaghetti,noodle,pork,carrot,None,pasta,no,None,Lunch
Salmon Spaghetti,noodle,salmon,carrot,None,pasta,no,None,Lunch
Turkey Spaghetti,noodle,turkey,carrot,None,pasta,no,None,Lunch
Tuna Spaghetti,noodle,tuna,carrot,None,pasta,no,None,Lunch
Shrimp Spaghetti,noodle,shrimp,carrot,None,pasta,no,None,Lunch
Chicken Spaghetti,noodle,chicken,carrot,None,pasta,no,seafood,Lunch
Beef Spaghetti,noodle,beef,carrot,None,pasta,no,seafood,Lunch
Pork Spaghetti,noodle,pork,carrot,None,pasta,no,seafood,Lunch
Turkey Spaghetti,noodle,turkey,carrot,None,pasta,no,seafood,Lunch
Chicken Spaghetti,noodle,chicken,carrot,None,pasta,no,lactose,Lunch
Beef Spaghetti,noodle,beef,carrot,None,pasta,no,lactose,Lunch
Pork Spaghetti,noodle,pork,carrot,None,pasta,no,lactose,Lunch
Salmon Spaghetti,noodle,salmon,carrot,None,pasta,no,lactose,Lunch
Turkey Spaghetti,noodle,turkey,carrot,None,pasta,no,lactose,Lunch
Tuna Spaghetti,noodle,tuna,carrot,None,pasta,no,lactose,Lunch
Shrimp Spaghetti,noodle,shrimp,carrot,None,pasta,no,lactose,Lunch
